# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  535       3.508222926591e-10       9.089205851591e-13      -2.375379814963e-12       0.000000000000e+00       5.774719564164e-14       8.876663841623e-16       1.877919636382e-16 
  536       3.508573712289e-10       9.157438075895e-13      -2.198872408856e-12       0.000000000000e+00       5.736311864859e-14       8.909979102028e-16       1.758074930956e-16 
  537       3.508604770607e-10       9.232802049739e-13      -2.022773034568e-12       0.000000000000e+00       5.698218515952e-14       8.954806937538e-16       1.638875414992e-16 
  538       3.508318147438e-10       9.315283869637e-13      -1.847168658579e-12       0.000000000000e+00       5.660437891538e-14       9.010960009625e-16       1.520332369822e-16 
  539       3.507715954074e-10       9.404868565820e-13      -1.672147376846e-12       0.000000000000e+00       5.622968270191e-14       9.078246767297e-16       1.402457087114e-16 
  540       3.506800367559e-10       9.501540095982e-13      -1.497798419694e-12       0.000000000000e+00       5.585807834378e-14       9.156471425350e-16       1.285260868622e-16 
  541       3.505573631034e-10       9.605281339015e-13      -1.324212156716e-12       0.000000000000e+00       5.548954669880e-14       9.245433942625e-16       1.168755025925e-16 
  542       3.504038054097e-10       9.716074088758e-13      -1.151480101666e-12       0.000000000000e+00       5.512406765211e-14       9.344930000266e-16       1.052950880176e-16 
  543       3.502196013147e-10       9.833899047734e-13      -9.796949173618e-13       0.000000000000e+00       5.476162011033e-14       9.454750979974e-16       9.378597618406e-17 
  544       3.500049951740e-10       9.958735820894e-13      -8.089504205758e-13       0.000000000000e+00       5.440218199573e-14       9.574683942264e-16       8.234930104432e-17 
  545       3.497602380938e-10       1.009056290936e-12      -6.393415869352e-13       0.000000000000e+00       5.404573024046e-14       9.704511604717e-16       7.098619743114e-17 
  546       3.494855879661e-10       1.022935770416e-12      -4.709645558180e-13       0.000000000000e+00       5.369224078067e-14       9.844012320243e-16       5.969780103186e-17 
  547       3.491813095036e-10       1.037509647998e-12      -3.039166352495e-13       0.000000000000e+00       5.334168855073e-14       9.992960055330e-16       4.848524836283e-17 
  548       3.488476742754e-10       1.052775438890e-12      -1.382963067994e-13       0.000000000000e+00       5.299404747739e-14       1.015112436830e-15       3.734967674378e-17 
  549       3.484849607415e-10       1.068730545414e-12       2.579676952143e-14       0.000000000000e+00       5.264929047398e-14       1.031827038758e-15       2.629222427218e-17 
  550       3.480934542883e-10       1.085372256378e-12       1.882617503643e-13       0.000000000000e+00       5.230738943454e-14       1.049415878993e-15       1.531402979766e-17 
  551       3.476734472636e-10       1.102697746456e-12       3.489966041459e-13       0.000000000000e+00       5.196831522806e-14       1.067854577871e-15       4.416232896355e-18 
  552       3.472252390117e-10       1.120704075554e-12       5.078981061513e-13       0.000000000000e+00       5.163203769261e-14       1.087118306217e-15      -6.400026154712e-18 
  553       3.467491359087e-10       1.139388188190e-12       6.648618336374e-13       0.000000000000e+00       5.129852562956e-14       1.107181783164e-15      -1.713360640324e-17 
  554       3.462454513975e-10       1.158746912868e-12       8.197821609359e-13       0.000000000000e+00       5.096774679772e-14       1.128019273985e-15      -2.778336624726e-17 
  555       3.457145060228e-10       1.178776961449e-12       9.725522545567e-13       0.000000000000e+00       5.063966790755e-14       1.149604587913e-15      -3.834816346081e-17 
  556       3.451566274665e-10       1.199474928528e-12       1.123064068291e-12       0.000000000000e+00       5.031425461531e-14       1.171911075972e-15      -4.882685521949e-17 
  557       3.445721505828e-10       1.220837290806e-12       1.271208338315e-12       0.000000000000e+00       4.999147151728e-14       1.194911628798e-15      -5.921829812612e-17 
  558       3.439614174330e-10       1.242860406466e-12       1.416874578292e-12       0.000000000000e+00       4.967128214388e-14       1.218578674468e-15      -6.952134823634e-17 
  559       3.433247773209e-10       1.265540514548e-12       1.559951074476e-12       0.000000000000e+00       4.935364895391e-14       1.242884176323e-15      -7.973486108427e-17 
  560       3.426625868281e-10       1.288873734319e-12       1.700324880816e-12       0.000000000000e+00       4.903853332870e-14       1.267799630794e-15      -8.985769170808e-17 
  561       3.419752098487e-10       1.312856064652e-12       1.837881814059e-12       0.000000000000e+00       4.872589556626e-14       1.293296065231e-15      -9.988869467565e-17 
  562       3.412630176248e-10       1.337483383396e-12       1.972506448850e-12       0.000000000000e+00       4.841569487553e-14       1.319344035723e-15      -1.098267241102e-16 
  563       3.405263887813e-10       1.362751446756e-12       2.104082112840e-12       0.000000000000e+00       4.810788937049e-14       1.345913624928e-15      -1.196706337158e-16 
  564       3.397657093614e-10       1.388655888659e-12       2.232490881787e-12       0.000000000000e+00       4.780243606438e-14       1.372974439896e-15      -1.294192768032e-16 
  565       3.389813728614e-10       1.415192220136e-12       2.357613574658e-12       0.000000000000e+00       4.749929086387e-14       1.400495609897e-15      -1.390715063153e-16 
  566       3.381737914419e-10       1.442354975672e-12       2.479344072954e-12       0.000000000000e+00       4.719841529085e-14       1.428448863972e-15      -1.486264111142e-16 
  567       3.373434298065e-10       1.470135129411e-12       2.597632693392e-12       0.000000000000e+00       4.689979684980e-14       1.456817855016e-15      -1.580840314704e-16 
  568       3.364907722637e-10       1.498522611245e-12       2.712443921385e-12       0.000000000000e+00       4.660342917291e-14       1.485589071276e-15      -1.674446620311e-16 
  569       3.356163116696e-10       1.527507152878e-12       2.823742188239e-12       0.000000000000e+00       4.630930533658e-14       1.514748777313e-15      -1.767086173384e-16 
  570       3.347205494670e-10       1.557078286875e-12       2.931491871620e-12       0.000000000000e+00       4.601741785812e-14       1.544283012976e-15      -1.858762319428e-16 
  571       3.338039957246e-10       1.587225345725e-12       3.035657296006e-12       0.000000000000e+00       4.572775869243e-14       1.574177592381e-15      -1.949478605175e-16 
  572       3.328671691765e-10       1.617937460892e-12       3.136202733149e-12       0.000000000000e+00       4.544031922869e-14       1.604418102887e-15      -2.039238779724e-16 
  573       3.319105972613e-10       1.649203561870e-12       3.233092402537e-12       0.000000000000e+00       4.515509028707e-14       1.634989904072e-15      -2.128046795675e-16 
  574       3.309348161616e-10       1.681012375240e-12       3.326290471850e-12       0.000000000000e+00       4.487206211542e-14       1.665878126713e-15      -2.215906810278e-16 
  575       3.299403708431e-10       1.713352423723e-12       3.415761057420e-12       0.000000000000e+00       4.459122438596e-14       1.697067671760e-15      -2.302823186563e-16 
  576       3.289278150944e-10       1.746212025239e-12       3.501468224693e-12       0.000000000000e+00       4.431256619198e-14       1.728543209317e-15      -2.388800494487e-16 
  577       3.278977115655e-10       1.779579291956e-12       3.583375988685e-12       0.000000000000e+00       4.403607604454e-14       1.760289177615e-15      -2.473843512069e-16 
  578       3.268506318078e-10       1.813442129353e-12       3.661448314441e-12       0.000000000000e+00       4.376174186912e-14       1.792289781992e-15      -2.557957226533e-16 
  579       3.257871563131e-10       1.847788235270e-12       3.735649117499e-12       0.000000000000e+00       4.348955100240e-14       1.824528993869e-15      -2.641146835445e-16 
  580       3.247078745531e-10       1.882605098962e-12       3.805942264344e-12       0.000000000000e+00       4.321949018888e-14       1.856990549728e-15      -2.723417747853e-16 
  581       3.236133850184e-10       1.917880000160e-12       3.872291572870e-12       0.000000000000e+00       4.295154557759e-14       1.889657950089e-15      -2.804775585430e-16 
  582       3.225042952580e-10       1.953600008120e-12       3.934660812840e-12       0.000000000000e+00       4.268570271880e-14       1.922514458484e-15      -2.885226183607e-16 
  583       3.213812219187e-10       1.989751980685e-12       3.993013706345e-12       0.000000000000e+00       4.242194656074e-14       1.955543100441e-15      -2.964775592720e-16 
  584       3.202447907842e-10       2.026322563332e-12       4.047313928260e-12       0.000000000000e+00       4.216026144621e-14       1.988726662454e-15      -3.043430079146e-16 
  585       3.190956368147e-10       2.063298188234e-12       4.097525106708e-12       0.000000000000e+00       4.190063110936e-14       2.022047690965e-15      -3.121196126441e-16 
  586       3.179344041858e-10       2.100665073312e-12       4.143610823518e-12       0.000000000000e+00       4.164303867236e-14       2.055488491339e-15      -3.198080436482e-16 
  587       3.167617463282e-10       2.138409221292e-12       4.185534614682e-12       0.000000000000e+00       4.138746664206e-14       2.089031126840e-15      -3.274089930609e-16 
  588       3.155783259666e-10       2.176516418759e-12       4.223259970819e-12       0.000000000000e+00       4.113389690673e-14       2.122657417614e-15      -3.349231750757e-16 
  589       3.143848151596e-10       2.214972235210e-12       4.256750337627e-12       0.000000000000e+00       4.088231073273e-14       2.156348939656e-15      -3.423513260606e-16 
  590       3.131818953383e-10       2.253762022115e-12       4.285969116352e-12       0.000000000000e+00       4.063268876121e-14       2.190087023799e-15      -3.496942046711e-16 
  591       3.119702573462e-10       2.292870911967e-12       4.310879664239e-12       0.000000000000e+00       4.038501100480e-14       2.223852754682e-15      -3.569525919648e-16 
  592       3.107506014782e-10       2.332283817341e-12       4.331445294995e-12       0.000000000000e+00       4.013925684432e-14       2.257626969730e-15      -3.641272915150e-16 
  593       3.095236375199e-10       2.371985429944e-12       4.347629279248e-12       0.000000000000e+00       3.989540502545e-14       2.291390258134e-15      -3.712191295249e-16 
  594       3.082900847871e-10       2.411960219677e-12       4.359394845008e-12       0.000000000000e+00       3.965343365545e-14       2.325122959824e-15      -3.782289549414e-16 
  595       3.070506721650e-10       2.452192433685e-12       4.366705178122e-12       0.000000000000e+00       3.941332019984e-14       2.358805164448e-15      -3.851576395693e-16 
  596       3.058061381474e-10       2.492666095414e-12       4.369523422739e-12       0.000000000000e+00       3.917504147909e-14       2.392416710350e-15      -3.920060781850e-16 
  597       3.045572308762e-10       2.533365003666e-12       4.367812681763e-12       0.000000000000e+00       3.893857366533e-14       2.425937183545e-15      -3.987751886506e-16 
  598       3.033047081805e-10       2.574272731657e-12       4.361536017318e-12       0.000000000000e+00       3.870389227903e-14       2.459345916699e-15      -4.054659120277e-16 
  599       3.020493376162e-10       2.615372626066e-12       4.350656451205e-12       0.000000000000e+00       3.847097218571e-14       2.492621988104e-15      -4.120792126916e-16 
  600       3.007918965049e-10       2.656647806096e-12       4.335136965360e-12       0.000000000000e+00       3.823978759261e-14       2.525744220654e-15      -4.186160784453e-16 
  601       2.995331719738e-10       2.698081162528e-12       4.314940502317e-12       0.000000000000e+00       3.801031204542e-14       2.558691180827e-15      -4.250775206331e-16 
  602       2.982739609944e-10       2.739655356772e-12       4.290029965663e-12       0.000000000000e+00       3.778251842493e-14       2.591441177658e-15      -4.314645742549e-16 
  603       2.970150704220e-10       2.781352819929e-12       4.260368220501e-12       0.000000000000e+00       3.755637894377e-14       2.623972261715e-15      -4.377782980800e-16 
  604       2.957573170353e-10       2.823155751841e-12       4.225918093907e-12       0.000000000000e+00       3.733186514306e-14       2.656262224082e-15      -4.440197747613e-16 
  605       2.945014639567e-10       2.865046948958e-12       4.186653760311e-12       0.000000000000e+00       3.710895209351e-14       2.688293134153e-15      -4.501897701758e-16 
  606       2.932480281540e-10       2.907012311741e-12       4.142595197808e-12       0.000000000000e+00       3.688763111632e-14       2.720065075115e-15      -4.562877022070e-16 
  607       2.919974683816e-10       2.949038395764e-12       4.093774562434e-12       0.000000000000e+00       3.666789736204e-14       2.751582737187e-15      -4.623126473571e-16 
  608       2.907502483972e-10       2.991111587707e-12       4.040224882524e-12       0.000000000000e+00       3.644974563198e-14       2.782850909194e-15      -4.682636792747e-16 
  609       2.895068369814e-10       3.033218104673e-12       3.981980062889e-12       0.000000000000e+00       3.623317037634e-14       2.813874479030e-15      -4.741398687577e-16 
  610       2.882677079553e-10       3.075343993518e-12       3.919074889008e-12       0.000000000000e+00       3.601816569224e-14       2.844658434119e-15      -4.799402837550e-16 
  611       2.870333401992e-10       3.117475130180e-12       3.851545031212e-12       0.000000000000e+00       3.580472532178e-14       2.875207861879e-15      -4.856639893698e-16 
  612       2.858042176715e-10       3.159597219002e-12       3.779427048868e-12       0.000000000000e+00       3.559284265014e-14       2.905527950187e-15      -4.913100478613e-16 
  613       2.845808294264e-10       3.201695792059e-12       3.702758394569e-12       0.000000000000e+00       3.538251070365e-14       2.935623987838e-15      -4.968775186475e-16 
  614       2.833636696333e-10       3.243756208487e-12       3.621577418313e-12       0.000000000000e+00       3.517372214784e-14       2.965501365008e-15      -5.023654583076e-16 
  615       2.821532375946e-10       3.285763653807e-12       3.535923371695e-12       0.000000000000e+00       3.496646928552e-14       2.995165573721e-15      -5.077729205843e-16 
  616       2.809500377644e-10       3.327703139251e-12       3.445836412089e-12       0.000000000000e+00       3.476074405484e-14       3.024622208307e-15      -5.130989563865e-16 
  617       2.797545797671e-10       3.369559501090e-12       3.351357606837e-12       0.000000000000e+00       3.455653802739e-14       3.053876965867e-15      -5.183426137912e-16 
  618       2.785673784157e-10       3.411317399963e-12       3.252528937430e-12       0.000000000000e+00       3.435384240626e-14       3.082935646735e-15      -5.235029380466e-16 
  619       2.773889537304e-10       3.452961320197e-12       3.149393303697e-12       0.000000000000e+00       3.415264802407e-14       3.111804154942e-15      -5.285789715739e-16 
  620       2.762198309570e-10       3.494475569140e-12       3.041994527993e-12       0.000000000000e+00       3.395294534110e-14       3.140488498676e-15      -5.335697539703e-16 
  621       2.750605405856e-10       3.535844276482e-12       2.930377359376e-12       0.000000000000e+00       3.375472444333e-14       3.168994790748e-15      -5.384743220108e-16 
  622       2.739116183688e-10       3.577051393587e-12       2.814587477805e-12       0.000000000000e+00       3.355797504050e-14       3.197329249054e-15      -5.432917096513e-16 
  623       2.727736053404e-10       3.618080692815e-12       2.694671498313e-12       0.000000000000e+00       3.336268646423e-14       3.225498197035e-15      -5.480209480306e-16 
  624       2.716470478336e-10       3.658915766850e-12       2.570676975204e-12       0.000000000000e+00       3.316884766600e-14       3.253508064143e-15      -5.526610654728e-16 
  625       2.705324975000e-10       3.699540028029e-12       2.442652406229e-12       0.000000000000e+00       3.297644721534e-14       3.281365386303e-15      -5.572110874900e-16 
  626       2.694305113274e-10       3.739936707662e-12       2.310647236781e-12       0.000000000000e+00       3.278547329779e-14       3.309076806373e-15      -5.616700367844e-16 
  627       2.683416516590e-10       3.780088855367e-12       2.174711864072e-12       0.000000000000e+00       3.259591371304e-14       3.336649074613e-15      -5.660369332512e-16 
  628       2.672664862114e-10       3.819979338390e-12       2.034897641324e-12       0.000000000000e+00       3.240775587297e-14       3.364089049139e-15      -5.703107939806e-16 
  629       2.662055880931e-10       3.859590840933e-12       1.891256881955e-12       0.000000000000e+00       3.222098679974e-14       3.391403696395e-15      -5.744906332602e-16 
  630       2.651595358234e-10       3.898905863484e-12       1.743842863760e-12       0.000000000000e+00       3.203559312383e-14       3.418600091608e-15      -5.785754625778e-16 
  631       2.641289133503e-10       3.937906722137e-12       1.592709833102e-12       0.000000000000e+00       3.185156108215e-14       3.445685419256e-15      -5.825642906236e-16 
  632       2.631143100694e-10       3.976575547925e-12       1.437913009094e-12       0.000000000000e+00       3.166887651608e-14       3.472666973527e-15      -5.864561232926e-16 
  633       2.621163208424e-10       4.014894286142e-12       1.279508587789e-12       0.000000000000e+00       3.148752486956e-14       3.499552158786e-15      -5.902499636870e-16 
  634       2.611355460152e-10       4.052844695673e-12       1.117553746359e-12       0.000000000000e+00       3.130749118714e-14       3.526348490032e-15      -5.939448121189e-16 
  635       2.601725914368e-10       4.090408348316e-12       9.521066472867e-13       0.000000000000e+00       3.112876011207e-14       3.553063593367e-15      -5.975396661123e-16 
  636       2.592280684777e-10       4.127566628113e-12       7.832264425494e-13       0.000000000000e+00       3.095131588437e-14       3.579705206455e-15      -6.010335204061e-16 
  637       2.583025940481e-10       4.164300730675e-12       6.109732778037e-13       0.000000000000e+00       3.077514233888e-14       3.606281178983e-15      -6.044253669558e-16 
  638       2.573967906168e-10       4.200591662507e-12       4.354082965718e-13       0.000000000000e+00       3.060022290335e-14       3.632799473130e-15      -6.077141949365e-16 
  639       2.565112862294e-10       4.236420240335e-12       2.565936444276e-13       0.000000000000e+00       3.042654059652e-14       3.659268164025e-15      -6.108989907451e-16 
  640       2.556467145267e-10       4.271767090436e-12       7.459247318186e-14       0.000000000000e+00       3.025407802614e-14       3.685695440207e-15      -6.139787380030e-16 
  641       2.548037147636e-10       4.306612647959e-12      -1.105310549316e-13       0.000000000000e+00       3.008281738711e-14       3.712089604098e-15      -6.169524175579e-16 
  642       2.539829318273e-10       4.340937156254e-12      -2.987117630708e-13       0.000000000000e+00       2.991274045951e-14       3.738459072453e-15      -6.198190074870e-16 
  643       2.531850162557e-10       4.374720666201e-12      -4.898834555992e-13       0.000000000000e+00       2.974382860667e-14       3.764812376833e-15      -6.225774830987e-16 
  644       2.524105350308e-10       4.407945147497e-12      -6.839772377499e-13       0.000000000000e+00       2.957606542298e-14       3.791155512085e-15      -6.252271376215e-16 
  645       2.516597017049e-10       4.440600876354e-12      -8.809164413442e-13       0.000000000000e+00       2.940944474695e-14       3.817483914989e-15      -6.277685522305e-16 
  646       2.509326402033e-10       4.472680191024e-12      -1.080621575964e-12       0.000000000000e+00       2.924396282571e-14       3.843790305002e-15      -6.302026479773e-16 
  647       2.502294734898e-10       4.504175392863e-12      -1.283011990045e-12       0.000000000000e+00       2.907961568045e-14       3.870067319499e-15      -6.325303671867e-16 
  648       2.495503235593e-10       4.535078746263e-12      -1.488005866210e-12       0.000000000000e+00       2.891639910532e-14       3.896307513470e-15      -6.347526735513e-16 
  649       2.488953114305e-10       4.565382478593e-12      -1.695520216592e-12       0.000000000000e+00       2.875430866627e-14       3.922503359212e-15      -6.368705522271e-16 
  650       2.482645571384e-10       4.595078780130e-12      -1.905470878174e-12       0.000000000000e+00       2.859333969984e-14       3.948647246034e-15      -6.388850099283e-16 
  651       2.476581797272e-10       4.624159804002e-12      -2.117772508111e-12       0.000000000000e+00       2.843348731202e-14       3.974731479947e-15      -6.407970750222e-16 
  652       2.470762972433e-10       4.652617666120e-12      -2.332338579062e-12       0.000000000000e+00       2.827474637710e-14       4.000748283361e-15      -6.426077976246e-16 
  653       2.465190267274e-10       4.680444445116e-12      -2.549081374523e-12       0.000000000000e+00       2.811711153650e-14       4.026689794785e-15      -6.443182496948e-16 
  654       2.459864842075e-10       4.707632182279e-12      -2.767911984156e-12       0.000000000000e+00       2.796057719757e-14       4.052548068522e-15      -6.459295251306e-16 
  655       2.454787846919e-10       4.734172881495e-12      -2.988740299114e-12       0.000000000000e+00       2.780513753249e-14       4.078315074365e-15      -6.474427398633e-16 
  656       2.449960421613e-10       4.760058509178e-12      -3.211475007380e-12       0.000000000000e+00       2.765078647705e-14       4.103982697293e-15      -6.488590319528e-16 
  657       2.445383695622e-10       4.785280994212e-12      -3.436023589089e-12       0.000000000000e+00       2.749751772951e-14       4.129542737170e-15      -6.501795616829e-16 
  658       2.441058787988e-10       4.809832227883e-12      -3.662292311863e-12       0.000000000000e+00       2.734532474945e-14       4.154986908439e-15      -6.514055116561e-16 
  659       2.436986807267e-10       4.833704063820e-12      -3.890186226138e-12       0.000000000000e+00       2.719420075656e-14       4.180306839821e-15      -6.525380868887e-16 
  660       2.433168851445e-10       4.856888317928e-12      -4.119609160498e-12       0.000000000000e+00       2.704413872954e-14       4.205494074009e-15      -6.535785149062e-16 
  661       2.429606007875e-10       4.879376768327e-12      -4.350463717000e-12       0.000000000000e+00       2.689513140489e-14       4.230540067368e-15      -6.545280458377e-16 
  662       2.426299353199e-10       4.901161155288e-12      -4.582651266508e-12       0.000000000000e+00       2.674717127573e-14       4.255436189629e-15      -6.553879525119e-16 
  663       2.423249953275e-10       4.922233181167e-12      -4.816071944021e-12       0.000000000000e+00       2.660025059071e-14       4.280173723584e-15      -6.561595305511e-16 
  664       2.420458863104e-10       4.942584510348e-12      -5.050624644005e-12       0.000000000000e+00       2.645436135278e-14       4.304743864788e-15      -6.568440984672e-16 
  665       2.417927126762e-10       4.962206769172e-12      -5.286207015719e-12       0.000000000000e+00       2.630949531803e-14       4.329137721251e-15      -6.574429977562e-16 
  666       2.415655777319e-10       4.981091545879e-12      -5.522715458553e-12       0.000000000000e+00       2.616564399458e-14       4.353346313137e-15      -6.579575929937e-16 
  667       2.413645836773e-10       4.999230390543e-12      -5.760045117347e-12       0.000000000000e+00       2.602279864134e-14       4.377360572458e-15      -6.583892719296e-16 
  668       2.411898315974e-10       5.016614815007e-12      -5.998089877732e-12       0.000000000000e+00       2.588095026690e-14       4.401171342774e-15      -6.587394455831e-16 
  669       2.410414214550e-10       5.033236292824e-12      -6.236742361453e-12       0.000000000000e+00       2.574008962837e-14       4.424769378888e-15      -6.590095483384e-16 
  670       2.409194520836e-10       5.049086259187e-12      -6.475893921700e-12       0.000000000000e+00       2.560020723018e-14       4.448145346542e-15      -6.592010380391e-16 
  671       2.408240211804e-10       5.064156110873e-12      -6.715434638442e-12       0.000000000000e+00       2.546129332292e-14       4.471289822113e-15      -6.593153960835e-16 
  672       2.407552252982e-10       5.078437206174e-12      -6.955253313753e-12       0.000000000000e+00       2.532333790221e-14       4.494193292312e-15      -6.593541275197e-16 
  673       2.407131598388e-10       5.091920864836e-12      -7.195237467142e-12       0.000000000000e+00       2.518633070750e-14       4.516846153880e-15      -6.593187611409e-16 
  674       2.406979190456e-10       5.104598367995e-12      -7.435273330888e-12       0.000000000000e+00       2.505026122095e-14       4.539238713283e-15      -6.592108495800e-16 
  675       2.407095959961e-10       5.116460958114e-12      -7.675245845363e-12       0.000000000000e+00       2.491511866619e-14       4.561361186411e-15      -6.590319694049e-16 
  676       2.407482825946e-10       5.127499838921e-12      -7.915038654367e-12       0.000000000000e+00       2.478089200726e-14       4.583203698270e-15      -6.587837212138e-16 
  677       2.408140695652e-10       5.137706175341e-12      -8.154534100459e-12       0.000000000000e+00       2.464756994734e-14       4.604756282686e-15      -6.584677297298e-16 
  678       2.409070464442e-10       5.147071093440e-12      -8.393613220280e-12       0.000000000000e+00       2.451514092766e-14       4.626008881994e-15      -6.580856438964e-16 
  679       2.410273015731e-10       5.155585680353e-12      -8.632155739892e-12       0.000000000000e+00       2.438359312631e-14       4.646951346741e-15      -6.576391369722e-16 
  680       2.411749220911e-10       5.163240984228e-12      -8.870040070101e-12       0.000000000000e+00       2.425291445708e-14       4.667573435376e-15      -6.571299066265e-16 
  681       2.413499939276e-10       5.170028014159e-12      -9.107143301793e-12       0.000000000000e+00       2.412309256829e-14       4.687864813955e-15      -6.565596750337e-16 
  682       2.415526017956e-10       5.175937740123e-12      -9.343341201259e-12       0.000000000000e+00       2.399411484162e-14       4.707815055828e-15      -6.559301889689e-16 
  683       2.417827707103e-10       5.180963216811e-12      -9.578516991339e-12       0.000000000000e+00       2.386597014033e-14       4.727415309400e-15      -6.552429091187e-16 
  684       2.420402891923e-10       5.185106005008e-12      -9.812587910006e-12       0.000000000000e+00       2.373865409706e-14       4.746663341058e-15      -6.544980705437e-16 
  685       2.423248822764e-10       5.188369887156e-12      -1.004547920945e-11       0.000000000000e+00       2.361216393658e-14       4.765558599287e-15      -6.536956023492e-16 
  686       2.426362696210e-10       5.190758756356e-12      -1.027711541922e-11       0.000000000000e+00       2.348649673595e-14       4.784100556486e-15      -6.528354366680e-16 
  687       2.429741654857e-10       5.192276616845e-12      -1.050742034375e-11       0.000000000000e+00       2.336164942379e-14       4.802288709088e-15      -6.519175086761e-16 
  688       2.433382787091e-10       5.192927584484e-12      -1.073631706001e-11       0.000000000000e+00       2.323761877959e-14       4.820122577694e-15      -6.509417566074e-16 
  689       2.437283126865e-10       5.192715887237e-12      -1.096372791509e-11       0.000000000000e+00       2.311440143297e-14       4.837601707190e-15      -6.499081217694e-16 
  690       2.441439653475e-10       5.191645865653e-12      -1.118957452371e-11       0.000000000000e+00       2.299199386298e-14       4.854725666876e-15      -6.488165485581e-16 
  691       2.445849291336e-10       5.189721973351e-12      -1.141377776591e-11       0.000000000000e+00       2.287039239737e-14       4.871494050591e-15      -6.476669844737e-16 
  692       2.450508909761e-10       5.186948777498e-12      -1.163625778458e-11       0.000000000000e+00       2.274959321191e-14       4.887906476839e-15      -6.464593801353e-16 
  693       2.455415322737e-10       5.183330959294e-12      -1.185693398303e-11       0.000000000000e+00       2.262959232963e-14       4.903962588908e-15      -6.451936892964e-16 
  694       2.460565288703e-10       5.178873314453e-12      -1.207572502262e-11       0.000000000000e+00       2.251038562015e-14       4.919662055005e-15      -6.438698688602e-16 
  695       2.465955510324e-10       5.173580753688e-12      -1.229254882034e-11       0.000000000000e+00       2.239196879892e-14       4.935004568372e-15      -6.424878788948e-16 
  696       2.471582634270e-10       5.167458303188e-12      -1.250732254638e-11       0.000000000000e+00       2.227433742654e-14       4.949989847416e-15      -6.410476826484e-16 
  697       2.477443250993e-10       5.160511105104e-12      -1.271996262170e-11       0.000000000000e+00       2.215748690805e-14       4.964617635833e-15      -6.395492465644e-16 
  698       2.483533894504e-10       5.152744418030e-12      -1.293038471566e-11       0.000000000000e+00       2.204141249217e-14       4.978887702734e-15      -6.379925402971e-16 
  699       2.489851042149e-10       5.144163617488e-12      -1.313850374360e-11       0.000000000000e+00       2.192610927064e-14       4.992799842766e-15      -6.363775367263e-16 
  700       2.496391114384e-10       5.134774196403e-12      -1.334423386439e-11       0.000000000000e+00       2.181157217747e-14       5.006353876244e-15      -6.347042119732e-16 
  701       2.503150474558e-10       5.124581765594e-12      -1.354748847804e-11       0.000000000000e+00       2.169779598822e-14       5.019549649269e-15      -6.329725454151e-16 
  702       2.510125428684e-10       5.113592054249e-12      -1.374818022331e-11       0.000000000000e+00       2.158477531934e-14       5.032387033857e-15      -6.311825197011e-16 
  703       2.517312225217e-10       5.101810910411e-12      -1.394622097524e-11       0.000000000000e+00       2.147250462739e-14       5.044865928065e-15      -6.293341207667e-16 
  704       2.524707054834e-10       5.089244301460e-12      -1.414152184281e-11       0.000000000000e+00       2.136097820835e-14       5.056986256113e-15      -6.274273378499e-16 
  705       2.532306050207e-10       5.075898314595e-12      -1.433399316645e-11       0.000000000000e+00       2.125019019692e-14       5.068747968510e-15      -6.254621635057e-16 
  706       2.540105285782e-10       5.061779157313e-12      -1.452354451570e-11       0.000000000000e+00       2.114013456579e-14       5.080151042180e-15      -6.234385936219e-16 
  707       2.548100777557e-10       5.046893157897e-12      -1.471008468673e-11       0.000000000000e+00       2.103080512493e-14       5.091195480589e-15      -6.213566274337e-16 
  708       2.556288482854e-10       5.031246765893e-12      -1.489352169998e-11       0.000000000000e+00       2.092219552087e-14       5.101881313863e-15      -6.192162675396e-16 
  709       2.564664300103e-10       5.014846552594e-12      -1.507376279770e-11       0.000000000000e+00       2.081429923599e-14       5.112208598922e-15      -6.170175199164e-16 
  710       2.573224068614e-10       4.997699211525e-12      -1.525071444160e-11       0.000000000000e+00       2.070710958781e-14       5.122177419598e-15      -6.147603939341e-16 
  711       2.581963568353e-10       4.979811558919e-12      -1.542428231036e-11       0.000000000000e+00       2.060061972827e-14       5.131787886766e-15      -6.124449023718e-16 
  712       2.590878519723e-10       4.961190534205e-12      -1.559437129728e-11       0.000000000000e+00       2.049482264300e-14       5.141040138462e-15      -6.100710614324e-16 
  713       2.599964583339e-10       4.941843200488e-12      -1.576088550783e-11       0.000000000000e+00       2.038971115065e-14       5.149934340016e-15      -6.076388907580e-16 
  714       2.609217359804e-10       4.921776745030e-12      -1.592372825726e-11       0.000000000000e+00       2.028527790212e-14       5.158470684171e-15      -6.051484134452e-16 
  715       2.618632389487e-10       4.900998479734e-12      -1.608280206816e-11       0.000000000000e+00       2.018151537990e-14       5.166649391210e-15      -6.025996560605e-16 
