# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  741       2.899499020406e-10       4.080969691045e-12      -1.791587393030e-11       1.119236396921e-14       1.770002501311e-14       5.260196717839e-15      -5.170609692109e-16 
  742       2.910616552887e-10       4.047278875516e-12      -1.794668549587e-11       1.120770167928e-14       1.761244506155e-14       5.259716403992e-15      -5.131247394176e-16 
  743       2.921745404094e-10       4.013277670613e-12      -1.797284828339e-11       1.122314821185e-14       1.752541495894e-14       5.258980397886e-15      -5.091493633624e-16 
  744       2.932879894057e-10       3.978982353906e-12      -1.799434659376e-11       1.123870118140e-14       1.743893053021e-14       5.257994234901e-15      -5.051358726709e-16 
  745       2.944014282456e-10       3.944409388709e-12      -1.801116486194e-11       1.125435816886e-14       1.735298749211e-14       5.256763524402e-15      -5.010853114850e-16 
  746       2.955142768412e-10       3.909575424711e-12      -1.802328765779e-11       1.127011672149e-14       1.726758145275e-14       5.255293949998e-15      -4.969987365065e-16 
  747       2.966259490290e-10       3.874497298606e-12      -1.803069968676e-11       1.128597435269e-14       1.718270791114e-14       5.253591269805e-15      -4.928772170395e-16 
  748       2.977358525495e-10       3.839192034719e-12      -1.803338579079e-11       1.130192854195e-14       1.709836225675e-14       5.251661316711e-15      -4.887218350337e-16 
  749       2.988433890274e-10       3.803676845639e-12      -1.803133094902e-11       1.131797673471e-14       1.701453976908e-14       5.249509998636e-15      -4.845336851268e-16 
  750       2.999479539512e-10       3.767969132847e-12      -1.802452027859e-11       1.133411634221e-14       1.693123561715e-14       5.247143298795e-15      -4.803138746879e-16 
  751       3.010489366529e-10       3.732086487344e-12      -1.801293903545e-11       1.135034474138e-14       1.684844485910e-14       5.244567275961e-15      -4.760635238601e-16 
  752       3.021457202885e-10       3.696046690285e-12      -1.799657261513e-11       1.136665927473e-14       1.676616244172e-14       5.241788064728e-15      -4.717837656034e-16 
  753       3.032376818173e-10       3.659867713603e-12      -1.797540655354e-11       1.138305725020e-14       1.668438320000e-14       5.238811875771e-15      -4.674757457378e-16 
  754       3.043241919819e-10       3.623567720642e-12      -1.794942652771e-11       1.139953594107e-14       1.660310185668e-14       5.235644996112e-15      -4.631406229860e-16 
  755       3.054046152882e-10       3.587165066784e-12      -1.791861835665e-11       1.141609258582e-14       1.652231302178e-14       5.232293789380e-15      -4.587795690163e-16 
  756       3.064783099852e-10       3.550678300082e-12      -1.788296800207e-11       1.143272438798e-14       1.644201119220e-14       5.228764696076e-15      -4.543937684856e-16 
  757       3.075446280449e-10       3.514126161884e-12      -1.784246156921e-11       1.144942851606e-14       1.636219075119e-14       5.225064233831e-15      -4.499844190825e-16 
  758       3.086029151420e-10       3.477527587469e-12      -1.779708530760e-11       1.146620210339e-14       1.628284596798e-14       5.221198997675e-15      -4.455527315695e-16 
  759       3.096525106341e-10       3.440901706671e-12      -1.774682561187e-11       1.148304224799e-14       1.620397099727e-14       5.217175660293e-15      -4.410999298267e-16 
  760       3.106927475413e-10       3.404267844511e-12      -1.769166902252e-11       1.149994601249e-14       1.612555987880e-14       5.213000972292e-15      -4.366272508943e-16 
  761       3.117230090407e-10       3.367644440128e-12      -1.763161165084e-11       1.151691037547e-14       1.604760731638e-14       5.208679641977e-15      -4.321357760272e-16 
  762       3.127428991790e-10       3.331045779576e-12      -1.756668765029e-11       1.153393208490e-14       1.597011103225e-14       5.204207929579e-15      -4.276259202205e-16 
  763       3.137520753924e-10       3.294485201643e-12      -1.749694129249e-11       1.155100780168e-14       1.589306945694e-14       5.199579930751e-15      -4.230979329837e-16 
  764       3.147501922805e-10       3.257976174277e-12      -1.742241759520e-11       1.156813414772e-14       1.581648095362e-14       5.194789685755e-15      -4.185520664499e-16 
  765       3.157369015972e-10       3.221532294999e-12      -1.734316232513e-11       1.158530770581e-14       1.574034381779e-14       5.189831179282e-15      -4.139885753841e-16 
  766       3.167118522430e-10       3.185167291302e-12      -1.725922200061e-11       1.160252501948e-14       1.566465627699e-14       5.184698340276e-15      -4.094077171911e-16 
  767       3.176746902558e-10       3.148895021058e-12      -1.717064389439e-11       1.161978259289e-14       1.558941649050e-14       5.179385041762e-15      -4.048097519233e-16 
  768       3.186250588031e-10       3.112729472925e-12      -1.707747603631e-11       1.163707689068e-14       1.551462254909e-14       5.173885100664e-15      -4.001949422886e-16 
  769       3.195625981734e-10       3.076684766752e-12      -1.697976721609e-11       1.165440433784e-14       1.544027247468e-14       5.168192277634e-15      -3.955635536584e-16 
  770       3.204869457674e-10       3.040775153985e-12      -1.687756698603e-11       1.167176131956e-14       1.536636422008e-14       5.162300276870e-15      -3.909158540757e-16 
  771       3.213977360900e-10       3.005015018071e-12      -1.677092566378e-11       1.168914418113e-14       1.529289566870e-14       5.156202745946e-15      -3.862521142627e-16 
  772       3.222946007418e-10       2.969418874866e-12      -1.665989433504e-11       1.170654922777e-14       1.521986463424e-14       5.149893275632e-15      -3.815726076289e-16 
  773       3.231771684105e-10       2.934001373039e-12      -1.654452485635e-11       1.172397272454e-14       1.514726886041e-14       5.143365399715e-15      -3.768776102790e-16 
  774       3.240450648625e-10       2.898777294477e-12      -1.642486985775e-11       1.174141089615e-14       1.507510602066e-14       5.136612594831e-15      -3.721674010209e-16 
  775       3.248979129345e-10       2.863761554691e-12      -1.630098274559e-11       1.175885992688e-14       1.500337371784e-14       5.129628280279e-15      -3.674422613735e-16 
  776       3.257353325252e-10       2.828969203225e-12      -1.617291770522e-11       1.177631596042e-14       1.493206948397e-14       5.122405817854e-15      -3.627024755747e-16 
  777       3.265569405867e-10       2.794415424056e-12      -1.604072970375e-11       1.179377509973e-14       1.486119077990e-14       5.114938511662e-15      -3.579483305894e-16 
  778       3.273623511161e-10       2.760115536002e-12      -1.590447449278e-11       1.181123340692e-14       1.479073499506e-14       5.107219607950e-15      -3.531801161172e-16 
  779       3.281511751469e-10       2.726084993131e-12      -1.576420861113e-11       1.182868690314e-14       1.472069944714e-14       5.099242294927e-15      -3.483981246006e-16 
  780       3.289230207411e-10       2.692339385160e-12      -1.561998938759e-11       1.184613156837e-14       1.465108138179e-14       5.090999702588e-15      -3.436026512328e-16 
  781       3.296774929801e-10       2.658894437866e-12      -1.547187494364e-11       1.186356334139e-14       1.458187797239e-14       5.082484902540e-15      -3.387939939654e-16 
  782       3.304141939566e-10       2.625766013489e-12      -1.531992419622e-11       1.188097811956e-14       1.451308631968e-14       5.073690907820e-15      -3.339724535169e-16 
  783       3.311327227663e-10       2.592970111139e-12      -1.516419686040e-11       1.189837175872e-14       1.444470345153e-14       5.064610672725e-15      -3.291383333799e-16 
  784       3.318326754992e-10       2.560522867200e-12      -1.500475345219e-11       1.191574007308e-14       1.437672632263e-14       5.055237092633e-15      -3.242919398298e-16 
  785       3.325136452312e-10       2.528440555736e-12      -1.484165529125e-11       1.193307883503e-14       1.430915181419e-14       5.045563003825e-15      -3.194335819320e-16 
  786       3.331752220159e-10       2.496739588898e-12      -1.467496450360e-11       1.195038377507e-14       1.424197673366e-14       5.035581183313e-15      -3.145635715503e-16 
  787       3.338169928759e-10       2.465436517330e-12      -1.450474402440e-11       1.196765058162e-14       1.417519781443e-14       5.025284348660e-15      -3.096822233548e-16 
  788       3.344385417944e-10       2.434548030570e-12      -1.433105760065e-11       1.198487490094e-14       1.410881171558e-14       5.014665157803e-15      -3.047898548295e-16 
  789       3.350394497069e-10       2.404090957461e-12      -1.415396979395e-11       1.200205233695e-14       1.404281502151e-14       5.003716208883e-15      -2.998867862806e-16 
  790       3.356192944927e-10       2.374082266554e-12      -1.397354598322e-11       1.201917845111e-14       1.397720424173e-14       4.992430040061e-15      -2.949733408441e-16 
  791       3.361776509664e-10       2.344539066514e-12      -1.378985236747e-11       1.203624876230e-14       1.391197581052e-14       4.980799129345e-15      -2.900498444941e-16 
  792       3.367140908696e-10       2.315478606526e-12      -1.360295596849e-11       1.205325874669e-14       1.384712608667e-14       4.968815894415e-15      -2.851166260503e-16 
  793       3.372281828624e-10       2.286918276700e-12      -1.341292463362e-11       1.207020383759e-14       1.378265135318e-14       4.956472692446e-15      -2.801740171864e-16 
  794       3.377194925148e-10       2.258875608475e-12      -1.321982703845e-11       1.208707942530e-14       1.371854781694e-14       4.943761819930e-15      -2.752223524375e-16 
  795       3.381875822987e-10       2.231368275030e-12      -1.302373268962e-11       1.210388085702e-14       1.365481160849e-14       4.930675512501e-15      -2.702619692086e-16 
  796       3.386320115789e-10       2.204414091684e-12      -1.282471192751e-11       1.212060343670e-14       1.359143878169e-14       4.917205944758e-15      -2.652932077820e-16 
  797       3.390523366050e-10       2.178031016302e-12      -1.262283592895e-11       1.213724242487e-14       1.352842531346e-14       4.903345230092e-15      -2.603164113255e-16 
  798       3.394481105032e-10       2.152237149706e-12      -1.241817671005e-11       1.215379303857e-14       1.346576710346e-14       4.889085420505e-15      -2.553319259003e-16 
  799       3.398188832672e-10       2.127050736073e-12      -1.221080712882e-11       1.217025045117e-14       1.340345997384e-14       4.874418506434e-15      -2.503401004690e-16 
  800       3.401642717459e-10       2.102487968839e-12      -1.200080130513e-11       1.218661016198e-14       1.334150020080e-14       4.859339324660e-15      -2.453413956377e-16 
  801       3.404841710214e-10       2.078556363684e-12      -1.178823588301e-11       1.220286911262e-14       1.327988612080e-14       4.843854340524e-15      -2.403367120414e-16 
  802       3.407785468696e-10       2.055261265475e-12      -1.157318879676e-11       1.221902459077e-14       1.321861655307e-14       4.827973025548e-15      -2.353270679642e-16 
  803       3.410473661185e-10       2.032608031813e-12      -1.135573885874e-11       1.223507386218e-14       1.315769027023e-14       4.811704964228e-15      -2.303134911758e-16 
  804       3.412905966531e-10       2.010602033029e-12      -1.113596576213e-11       1.225101417064e-14       1.309710599805e-14       4.795059854412e-15      -2.252970189596e-16 
  805       3.415082074201e-10       1.989248652178e-12      -1.091395008381e-11       1.226684273790e-14       1.303686241528e-14       4.778047507660e-15      -2.202786981415e-16 
  806       3.417001684321e-10       1.968553285036e-12      -1.068977328713e-11       1.228255676359e-14       1.297695815347e-14       4.760677849616e-15      -2.152595851175e-16 
  807       3.418664507731e-10       1.948521340092e-12      -1.046351772476e-11       1.229815342520e-14       1.291739179674e-14       4.742960920377e-15      -2.102407458825e-16 
  808       3.420070266022e-10       1.929158238542e-12      -1.023526664145e-11       1.231362987796e-14       1.285816188163e-14       4.724906874859e-15      -2.052232560585e-16 
  809       3.421218691591e-10       1.910469414287e-12      -1.000510417691e-11       1.232898325482e-14       1.279926689690e-14       4.706525983169e-15      -2.002082009225e-16 
  810       3.422109527683e-10       1.892460313927e-12      -9.773115368587e-12       1.234421066639e-14       1.274070528333e-14       4.687828630967e-15      -1.951966754356e-16 
  811       3.422742528441e-10       1.875136396751e-12      -9.539386154482e-12       1.235930920082e-14       1.268247543353e-14       4.668825319842e-15      -1.901897842703e-16 
  812       3.423117458947e-10       1.858503134738e-12      -9.304003375973e-12       1.237427592379e-14       1.262457569175e-14       4.649526667674e-15      -1.851886418397e-16 
  813       3.423234095277e-10       1.842566012547e-12      -9.067054780629e-12       1.238910787843e-14       1.256700435369e-14       4.629943409006e-15      -1.801943723251e-16 
  814       3.423092224541e-10       1.827330527516e-12      -8.828629025018e-12       1.240380208525e-14       1.250975966633e-14       4.610086395409e-15      -1.752081097047e-16 
  815       3.422691644932e-10       1.812802189649e-12      -8.588815677531e-12       1.241835554207e-14       1.245283982770e-14       4.589966595854e-15      -1.702309977817e-16 
  816       3.422032165774e-10       1.798986521622e-12      -8.347705221188e-12       1.243276522400e-14       1.239624298672e-14       4.569595097079e-15      -1.652641902126e-16 
  817       3.421113607566e-10       1.785889058766e-12      -8.105389056459e-12       1.244702808329e-14       1.233996724300e-14       4.548983103955e-15      -1.603088505357e-16 
  818       3.419935802032e-10       1.773515349070e-12      -7.861959504077e-12       1.246114104935e-14       1.228401064664e-14       4.528141939858e-15      -1.553661521990e-16 
  819       3.418498592164e-10       1.761870953171e-12      -7.617509807851e-12       1.247510102865e-14       1.222837119805e-14       4.507083047035e-15      -1.504372785889e-16 
  820       3.416801832273e-10       1.750961444351e-12      -7.372134137482e-12       1.248890490465e-14       1.217304684776e-14       4.485817986972e-15      -1.455234230582e-16 
  821       3.414845388031e-10       1.740792408531e-12      -7.125927591379e-12       1.250254953774e-14       1.211803549624e-14       4.464358440764e-15      -1.406257889544e-16 
  822       3.412629136523e-10       1.731369444264e-12      -6.878986199472e-12       1.251603176520e-14       1.206333499367e-14       4.442716209481e-15      -1.357455896484e-16 
  823       3.410152966288e-10       1.722698162735e-12      -6.631406926026e-12       1.252934840109e-14       1.200894313979e-14       4.420903214539e-15      -1.308840485621e-16 
  824       3.407416777371e-10       1.714784187746e-12      -6.383287672460e-12       1.254249623622e-14       1.195485768371e-14       4.398931498067e-15      -1.260423991972e-16 
  825       3.404420481366e-10       1.707633155721e-12      -6.134727280156e-12       1.255547203810e-14       1.190107632367e-14       4.376813223275e-15      -1.212218851635e-16 
  826       3.401164001465e-10       1.701250715695e-12      -5.885825533279e-12       1.256827255081e-14       1.184759670690e-14       4.354560674820e-15      -1.164237602068e-16 
  827       3.397647272503e-10       1.695642529308e-12      -5.636683161586e-12       1.258089449502e-14       1.179441642943e-14       4.332186259182e-15      -1.116492882375e-16 
  828       3.393870241006e-10       1.690814270804e-12      -5.387401843248e-12       1.259333456786e-14       1.174153303585e-14       4.309702505023e-15      -1.068997433589e-16 
  829       3.389832865238e-10       1.686771627020e-12      -5.138084207659e-12       1.260558944287e-14       1.168894401918e-14       4.287122063560e-15      -1.021764098952e-16 
  830       3.385535115247e-10       1.683520297386e-12      -4.888833838250e-12       1.261765576999e-14       1.163664682063e-14       4.264457708933e-15      -9.748058242029e-17 
  831       3.380976972910e-10       1.681065993917e-12      -4.639755275312e-12       1.262953017540e-14       1.158463882944e-14       4.241722338575e-15      -9.281356578550e-17 
  832       3.376158431983e-10       1.679414441206e-12      -4.390954018801e-12       1.264120926153e-14       1.153291738268e-14       4.218928973576e-15      -8.817667514822e-17 
  833       3.371079498146e-10       1.678571376423e-12      -4.142536531157e-12       1.265268960699e-14       1.148147976506e-14       4.196090759053e-15      -8.357123600008e-17 
  834       3.365740189051e-10       1.678542549305e-12      -3.894610240120e-12       1.266396776646e-14       1.143032320873e-14       4.173220964521e-15      -7.899858419528e-17 
  835       3.360140534365e-10       1.679333722154e-12      -3.647283541543e-12       1.267504027068e-14       1.137944489311e-14       4.150332984259e-15      -7.446006597884e-17 
  836       3.354280575823e-10       1.680950669831e-12      -3.400665802208e-12       1.268590362632e-14       1.132884194467e-14       4.127440337676e-15      -6.995703801491e-17 
  837       3.348160367268e-10       1.683399179749e-12      -3.154867362636e-12       1.269655431601e-14       1.127851143678e-14       4.104556669684e-15      -6.549086741506e-17 
  838       3.341779974703e-10       1.686685051869e-12      -2.909999539912e-12       1.270698879819e-14       1.122845038947e-14       4.081695751064e-15      -6.106293176658e-17 
  839       3.335139903407e-10       1.690812138614e-12      -2.666166311718e-12       1.271720405150e-14       1.117865613933e-14       4.058868740769e-15      -5.667428993108e-17 
  840       3.328242387347e-10       1.695776427249e-12      -2.423439204216e-12       1.272719921842e-14       1.112912745649e-14       4.036075919888e-15      -5.232468810536e-17 
  841       3.321090122288e-10       1.701571854546e-12      -2.181881972894e-12       1.273697399008e-14       1.107986344668e-14       4.013314814616e-15      -4.801353652602e-17 
  842       3.313685840878e-10       1.708192257198e-12      -1.941558883153e-12       1.274652806447e-14       1.103086318282e-14       3.990582921190e-15      -4.374023710449e-17 
  843       3.306032312761e-10       1.715631371480e-12      -1.702534711699e-12       1.275586114650e-14       1.098212570488e-14       3.967877705790e-15      -3.950418339924e-17 
  844       3.298132344704e-10       1.723882832911e-12      -1.464874747944e-12       1.276497294796e-14       1.093365001974e-14       3.945196604446e-15      -3.530476058807e-17 
  845       3.289988780708e-10       1.732940175911e-12      -1.228644795403e-12       1.277386318762e-14       1.088543510109e-14       3.922537022933e-15      -3.114134544030e-17 
  846       3.281604502134e-10       1.742796833468e-12      -9.939111730962e-13       1.278253159121e-14       1.083747988931e-14       3.899896336678e-15      -2.701330628900e-17 
  847       3.272982427820e-10       1.753446136793e-12      -7.607407169401e-13       1.279097789145e-14       1.078978329130e-14       3.877271890662e-15      -2.292000300323e-17 
  848       3.264125514199e-10       1.764881314984e-12      -5.292007811525e-13       1.279920182813e-14       1.074234418038e-14       3.854660999318e-15      -1.886078696029e-17 
  849       3.255036755423e-10       1.777095494686e-12      -2.993592396472e-13       1.280720314807e-14       1.069516139617e-14       3.832060946437e-15      -1.483500101791e-17 
  850       3.245719183477e-10       1.790081699754e-12      -7.128448743387e-14       1.281498160519e-14       1.064823374444e-14       3.809468985070e-15      -1.084197948651e-17 
  851       3.236175868302e-10       1.803832850909e-12       1.549545579844e-13       1.282253696054e-14       1.060155999699e-14       3.786882337428e-15      -6.881048101440e-18 
  852       3.226409917912e-10       1.818341765405e-12       3.792884552127e-13       1.282986898229e-14       1.055513889155e-14       3.764298194785e-15      -2.951523995175e-18 
  853       3.216424478517e-10       1.833601156685e-12       6.016472375655e-13       1.283697744580e-14       1.050896913159e-14       3.741713717380e-15       9.472843304215e-19 
  854       3.206222734639e-10       1.849603634043e-12       8.219604116689e-13       1.284386213364e-14       1.046304938627e-14       3.719126034320e-15       4.816077031883e-18 
  855       3.195807909233e-10       1.866341702288e-12       1.040156956062e-12       1.285052283561e-14       1.041737829024e-14       3.696532243481e-15       8.655562951903e-18 
  856       3.185183263806e-10       1.883807761402e-12       1.256165319799e-12       1.285695934876e-14       1.037195444356e-14       3.673929411410e-15       1.246645964711e-17 
  857       3.174352098537e-10       1.901994106199e-12       1.469913421051e-12       1.286317147743e-14       1.032677641156e-14       3.651314573227e-15       1.624949341581e-17 
  858       3.163317752396e-10       1.920892925991e-12       1.681328645705e-12       1.286915903330e-14       1.028184272471e-14       3.628684732529e-15       2.000539932582e-17 
  859       3.152083603263e-10       1.940496304246e-12       1.890337845970e-12       1.287492183535e-14       1.023715187848e-14       3.606036861291e-15       2.373492124214e-17 
  860       3.140653068048e-10       1.960796218247e-12       2.096867338977e-12       1.288045970999e-14       1.019270233323e-14       3.583367899764e-15       2.743881185483e-17 
  861       3.129029602812e-10       1.981784538758e-12       2.300842905379e-12       1.288577249099e-14       1.014849251409e-14       3.560674756386e-15       3.111783270668e-17 
  862       3.117216702883e-10       2.003453029679e-12       2.502189787954e-12       1.289086001958e-14       1.010452081081e-14       3.537954307675e-15       3.477275422105e-17 
  863       3.105217902979e-10       2.025793347712e-12       2.700832690206e-12       1.289572214442e-14       1.006078557763e-14       3.515203398137e-15       3.840435572961e-17 
  864       3.093036777324e-10       2.048797042019e-12       2.896695774970e-12       1.290035872168e-14       1.001728513317e-14       3.492418840166e-15       4.201342550011e-17 
  865       3.080676939770e-10       2.072455553882e-12       3.089702663007e-12       1.290476961505e-14       9.974017760319e-15       3.469597413943e-15       4.560076076414e-17 
  866       3.068142043916e-10       2.096760216369e-12       3.279776431614e-12       1.290895469575e-14       9.930981706055e-15       3.446735867346e-15       4.916716774492e-17 
  867       3.055435783227e-10       2.121702253989e-12       3.466839613217e-12       1.291291384257e-14       9.888175181359e-15       3.423830915845e-15       5.271346168507e-17 
  868       3.042561891154e-10       2.147272782354e-12       3.650814193981e-12       1.291664694193e-14       9.845596361076e-15       3.400879242405e-15       5.624046687434e-17 
  869       3.029524141253e-10       2.173462807844e-12       3.831621612406e-12       1.292015388786e-14       9.803243383785e-15       3.377877497392e-15       5.974901667742e-17 
  870       3.016326347302e-10       2.200263227264e-12       4.009182757930e-12       1.292343458203e-14       9.761114351675e-15       3.354822298471e-15       6.323995356172e-17 
  871       3.002972363427e-10       2.227664827505e-12       4.183417969531e-12       1.292648893385e-14       9.719207330412e-15       3.331710230510e-15       6.671412912507e-17 
  872       2.989466084215e-10       2.255658285208e-12       4.354247034330e-12       1.292931686039e-14       9.677520349019e-15       3.308537845482e-15       7.017240412357e-17 
  873       2.975811444836e-10       2.284234166420e-12       4.521589186191e-12       1.293191828649e-14       9.636051399741e-15       3.285301662366e-15       7.361564849931e-17 
  874       2.962012421163e-10       2.313382926260e-12       4.685363104324e-12       1.293429314478e-14       9.594798437922e-15       3.261998167051e-15       7.704474140813e-17 
  875       2.948073029889e-10       2.343094908576e-12       4.845486911884e-12       1.293644137566e-14       9.553759381875e-15       3.238623812237e-15       8.046057124746e-17 
  876       2.933997328651e-10       2.373360345609e-12       5.001878174576e-12       1.293836292738e-14       9.512932112757e-15       3.215175017334e-15       8.386403568399e-17 
  877       2.919789416145e-10       2.404169357650e-12       5.154453899255e-12       1.294005775603e-14       9.472314474438e-15       3.191648168372e-15       8.725604168151e-17 
  878       2.905453385115e-10       2.435511400784e-12       5.303142284506e-12       1.294152620080e-14       9.431904533775e-15       3.168040826154e-15       9.063718201285e-17 
  879       2.890993180228e-10       2.467373600717e-12       5.447918189345e-12       1.294277011638e-14       9.391701366424e-15       3.144355372959e-15       9.400675884468e-17 
  880       2.876412738069e-10       2.499742390574e-12       5.588768251481e-12       1.294379175944e-14       9.351704283839e-15       3.120595426283e-15       9.736374397299e-17 
  881       2.861716034179e-10       2.532604059880e-12       5.725679189214e-12       1.294459341521e-14       9.311912573972e-15       3.096764636162e-15       1.007071008449e-16 
  882       2.846907083159e-10       2.565944754137e-12       5.858637801867e-12       1.294517739757e-14       9.272325501183e-15       3.072866685266e-15       1.040357845364e-16 
  883       2.831989938789e-10       2.599750474400e-12       5.987630970214e-12       1.294554604913e-14       9.232942306156e-15       3.048905288983e-15       1.073487417295e-16 
  884       2.816968694135e-10       2.634007076853e-12       6.112645656907e-12       1.294570174135e-14       9.193762205809e-15       3.024884195515e-15       1.106449106897e-16 
  885       2.801847481664e-10       2.668700272381e-12       6.233668906906e-12       1.294564687459e-14       9.154784393209e-15       3.000807185965e-15       1.139232212439e-16 
  886       2.786630473354e-10       2.703815626147e-12       6.350687847911e-12       1.294538387819e-14       9.116008037483e-15       2.976678074428e-15       1.171825947572e-16 
  887       2.771321880809e-10       2.739338557167e-12       6.463689690786e-12       1.294491521061e-14       9.077432283732e-15       2.952500708080e-15       1.204219441109e-16 
  888       2.755925955368e-10       2.775254337885e-12       6.572661729991e-12       1.294424335946e-14       9.039056252945e-15       2.928278967266e-15       1.236401736799e-16 
  889       2.740446988219e-10       2.811548093747e-12       6.677591344010e-12       1.294337084161e-14       9.000879041908e-15       2.904016765596e-15       1.268361793098e-16 
  890       2.724889310511e-10       2.848204802779e-12       6.778465995781e-12       1.294230020330e-14       8.962899723121e-15       2.879718050029e-15       1.300088482946e-16 
  891       2.709257293465e-10       2.885209295158e-12       6.875273233124e-12       1.294103402017e-14       8.925117344709e-15       2.855386800966e-15       1.331570593545e-16 
  892       2.693555348489e-10       2.922546252790e-12       6.968000689171e-12       1.293957489741e-14       8.887530930336e-15       2.831027032337e-15       1.362796826127e-16 
  893       2.677787927284e-10       2.960200208885e-12       7.056636082793e-12       1.293792546979e-14       8.850139479113e-15       2.806642791697e-15       1.393755795733e-16 
  894       2.661959521965e-10       2.998155547530e-12       7.141167219031e-12       1.293608840180e-14       8.812941965520e-15       2.782238160309e-15       1.424436030988e-16 
  895       2.646074665164e-10       3.036396503266e-12       7.221581989524e-12       1.293406638768e-14       8.775937339310e-15       2.757817253238e-15       1.454825973874e-16 
  896       2.630137930150e-10       3.074907160663e-12       7.297868372938e-12       1.293186215157e-14       8.739124525426e-15       2.733384219440e-15       1.484913979503e-16 
  897       2.614153930934e-10       3.113671453894e-12       7.370014435396e-12       1.292947844755e-14       8.702502423914e-15       2.708943241850e-15       1.514688315897e-16 
  898       2.598127322389e-10       3.152673166311e-12       7.438008330906e-12       1.292691805972e-14       8.666069909835e-15       2.684498537478e-15       1.544137163756e-16 
  899       2.582062800353e-10       3.191895930019e-12       7.501838301789e-12       1.292418380235e-14       8.629825833177e-15       2.660054357490e-15       1.573248616239e-16 
  900       2.565965101749e-10       3.231323225452e-12       7.561492679112e-12       1.292127851990e-14       8.593769018771e-15       2.635614987306e-15       1.602010678734e-16 
  901       2.549839004693e-10       3.270938380949e-12       7.616959883110e-12       1.291820508712e-14       8.557898266200e-15       2.611184746685e-15       1.630411268635e-16 
  902       2.533689328607e-10       3.310724572326e-12       7.668228423624e-12       1.291496640917e-14       8.522212349712e-15       2.586767989818e-15       1.658438215116e-16 
  903       2.517520934332e-10       3.350664822455e-12       7.715286900520e-12       1.291156542167e-14       8.486710018138e-15       2.562369105416e-15       1.686079258905e-16 
  904       2.501338724240e-10       3.390742000837e-12       7.758124004128e-12       1.290800509082e-14       8.451389994798e-15       2.537992516800e-15       1.713322052061e-16 
  905       2.485147642342e-10       3.430938823174e-12       7.796728515662e-12       1.290428841345e-14       8.416250977419e-15       2.513642681992e-15       1.740154157745e-16 
  906       2.468952674408e-10       3.471237850952e-12       7.831089307656e-12       1.290041841713e-14       8.381291638045e-15       2.489324093804e-15       1.766563049997e-16 
  907       2.452758848072e-10       3.511621491008e-12       7.861195344388e-12       1.289639816025e-14       8.346510622951e-15       2.465041279929e-15       1.792536113512e-16 
  908       2.436571232948e-10       3.552071995109e-12       7.887035682314e-12       1.289223073213e-14       8.311906552555e-15       2.440798803031e-15       1.818060643412e-16 
  909       2.420394940740e-10       3.592571459529e-12       7.908599470490e-12       1.288791925305e-14       8.277478021333e-15       2.416601260832e-15       1.843123845021e-16 
  910       2.404235125356e-10       3.633101824617e-12       7.925875951008e-12       1.288346687440e-14       8.243223597730e-15       2.392453286206e-15       1.867712833641e-16 
  911       2.388096983019e-10       3.673644874380e-12       7.938854459421e-12       1.287887677873e-14       8.209141824070e-15       2.368359547268e-15       1.891814634326e-16 
  912       2.371985752380e-10       3.714182236055e-12       7.947524425173e-12       1.287415217984e-14       8.175231216477e-15       2.344324747461e-15       1.915416181656e-16 
  913       2.355906714628e-10       3.754695379682e-12       7.951875372028e-12       1.286929632289e-14       8.141490264779e-15       2.320353625649e-15       1.938504319513e-16 
  914       2.339865193605e-10       3.795165617681e-12       7.951896918500e-12       1.286431248446e-14       8.107917432426e-15       2.296450956206e-15       1.961065800855e-16 
  915       2.323866555915e-10       3.835574104429e-12       7.947578778279e-12       1.285920397263e-14       8.074511156401e-15       2.272621549108e-15       1.983087287490e-16 
  916       2.307916211040e-10       3.875901835830e-12       7.938910760664e-12       1.285397412712e-14       8.041269847136e-15       2.248870250017e-15       2.004555349851e-16 
  917       2.292019173656e-10       3.916130793252e-12       7.925891064906e-12       1.284862630268e-14       8.008192077345e-15       2.225201460998e-15       2.025460343678e-16 
  918       2.276178742731e-10       3.956247396132e-12       7.908551307112e-12       1.284316381911e-14       7.975277152023e-15       2.201617694097e-15       2.045808108147e-16 
  919       2.260397801615e-10       3.996239103503e-12       7.886931892693e-12       1.283759001062e-14       7.942524547354e-15       2.178120994907e-15       2.065608453561e-16 
  920       2.244679253982e-10       4.036093274356e-12       7.861073760184e-12       1.283190824252e-14       7.909933722546e-15       2.154713419881e-15       2.084871301656e-16 
  921       2.229026023876e-10       4.075797167380e-12       7.831018382847e-12       1.282612191129e-14       7.877504119771e-15       2.131397036357e-15       2.103606685930e-16 
  922       2.213441055760e-10       4.115337940701e-12       7.796807770290e-12       1.282023444462e-14       7.845235164107e-15       2.108173922576e-15       2.121824751965e-16 
